GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
55258	0.67612	0.343	0.2817	0.9484213	0.2671797	440.8	THNSL2	threonine synthase like 2
3553	0.67612	0.343	0.6267	-0.9491646	-0.5948056	50.79	IL1B	interleukin 1 beta
9208	0.67612	0.343	0.2404	0.9487279	0.2280958	588.5	LRRFIP1	LRR binding FLII interacting protein 1
101927647	0.67612	0.343	0.3567	-0.9483258	-0.3382972	141.02	LOC101927647	uncharacterized LOC101927647
285533	0.67612	0.342	0.5056	0.9495044	0.4800848	91.1	RNF175	ring finger protein 175
105377789	0.67612	0.343	0.5307	-0.9484878	-0.503324	50.68	LOC105377789	uncharacterized LOC105377789
105375669	0.67612	0.343	0.3679	-0.9488312	-0.3490813	24.73	LOC105375669	uncharacterized LOC105375669
4799	0.67612	0.343	0.0531	-0.9484311	-0.0503673	1537.51	NFX1	nuclear transcription factor, X-box binding 1
107987116	0.67612	0.343	0.3456	0.9492046	0.3280341	11.19	LOC107987116	uncharacterized LOC107987116
10868	0.67612	0.343	0.0622	0.9490735	0.0590144	982.6	USP20	ubiquitin specific peptidase 20
5450	0.67612	0.342	0.3081	-0.9492613	-0.29244	73.05	POU2AF1	POU class 2 homeobox associating factor 1
87769	0.67612	0.343	0.2031	-0.9483376	-0.1926293	103.27	GGACT	gamma-glutamylamine cyclotransferase
3990	0.67612	0.343	0.3715	-0.9486391	-0.3524543	30.88	LIPC	lipase C, hepatic type
125111	0.67612	0.343	0.4079	0.9490989	0.3871573	9.8	GJD3	gap junction protein delta 3
10609	0.67612	0.343	0.161	0.9490867	0.152844	92.19	P3H4	prolyl 3-hydroxylase family member 4 (inactive)
107985119	0.67612	0.343	0.2796	-0.9486631	-0.2652443	17.8	LOC107985119	uncharacterized LOC107985119
1005	0.67612	0.343	0.6379	0.9490213	0.6054164	93.03	CDH7	cadherin 7
4784	0.67612	0.343	0.1671	-0.9488296	-0.158569	12418.75	NFIX	nuclear factor I X
102465480	0.67612	0.343	0.2751	-0.9490183	-0.2610651	11.99	MIR6800	microRNA 6800
100507459	0.67612	0.343	0.2052	-0.9490152	-0.1947304	74.84	NRSN2-AS1	NRSN2 antisense RNA 1
23315	0.67612	0.343	0.1106	-0.9483349	-0.1048803	672.52	SLC9A8	solute carrier family 9 member A8
11083	0.67612	0.343	0.0959	-0.9487821	-0.0910342	2163.09	DIDO1	death inducer-obliterator 1
758	0.67612	0.343	0.5564	0.9483483	0.5276311	595.9	MPPED1	metallophosphoesterase domain containing 1
4943	0.67612	0.343	0.1142	0.9486356	0.1083678	402.78	TBC1D25	TBC1 domain family member 25
10467	0.67619	0.343	0.1523	0.9482039	0.1443856	627.56	ZNHIT1	zinc finger HIT-type containing 1
4570	0.67651	0.343	0.1468	-0.9478263	-0.1391262	4373.36	TRNN	tRNA-Asn
105373826	0.67662	0.343	0.2537	-0.9475961	-0.2403863	52.67	LOC105373826	replaced by ID 91526
102724687	0.67662	0.343	0.3353	-0.9475254	-0.3176766	104.96	LOC102724687	uncharacterized LOC102724687
100861412	0.67662	0.343	0.1387	-0.947481	-0.1314149	117.91	FSBP	fibrinogen silencer binding protein
6860	0.67662	0.343	0.8454	0.9476524	0.801101	1172.56	SYT4	synaptotagmin 4
5156	0.67662	0.343	0.1902	-0.947422	-0.180223	3056.38	PDGFRA	platelet derived growth factor receptor alpha
11173	0.67676	0.344	0.2952	-0.9472232	-0.279589	70.09	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
107986022	0.67677	0.344	0.3097	-0.9471554	-0.293293	455.53	LOC107986022	
2674	0.67689	0.344	0.2874	-0.9469726	-0.2721795	638.55	GFRA1	GDNF family receptor alpha 1
101101775	0.67697	0.344	0.2242	0.9468371	0.2123053	23.52	TMEM220-AS1	TMEM220 antisense RNA 1
3135	0.67701	0.344	0.2941	0.9466826	0.2784543	64.05	HLA-G	major histocompatibility complex, class I, G
161823	0.67701	0.344	0.1415	0.9466799	0.1339717	282.04	ADAL	adenosine deaminase like
93654	0.67706	0.344	0.2127	-0.946571	-0.2012927	62.46	ST7-AS2	ST7 antisense RNA 2
105370041	0.6771	0.344	0.2326	-0.9464705	-0.2201056	30.91	LOC105370041	uncharacterized LOC105370041
1182	0.67723	0.344	0.1567	0.9462781	0.1482382	6807.78	CLCN3	chloride voltage-gated channel 3
115817	0.67723	0.344	0.1703	0.9462015	0.1611433	126.85	DHRS1	dehydrogenase/reductase 1
100528062	0.67723	0.344	0.2024	0.9461692	0.1914864	1200.65	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough
57583	0.67735	0.344	0.1284	0.9459947	0.1214881	2146.75	TMEM181	transmembrane protein 181
78991	0.6774	0.344	0.1326	0.9458829	0.1254563	248.06	PCYOX1L	prenylcysteine oxidase 1 like
64708	0.67744	0.344	0.0945	0.9455867	0.08933	832.63	COPS7B	COP9 signalosome subunit 7B
201595	0.67744	0.344	0.116	0.94558	0.1097115	2199.4	STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B
132884	0.67744	0.344	0.2561	-0.945714	-0.2422352	32.53	EVC2	EvC ciliary complex subunit 2
9871	0.67744	0.344	0.3123	0.9457735	0.2954005	263.87	SEC24D	SEC24 homolog D, COPII coat complex component
83452	0.67744	0.344	0.1488	0.9455524	0.1407302	480.78	RAB33B	RAB33B, member RAS oncogene family
253152	0.67755	0.345	0.5329	0.9452558	0.503771	82.33	EPHX4	epoxide hydrolase 4
222553	0.67755	0.344	0.3939	0.9453397	0.372383	1339.13	SLC35F1	solute carrier family 35 member F1
56704	0.67755	0.345	0.3455	0.9452111	0.3266038	244.87	JPH1	junctophilin 1
554235	0.67755	0.345	0.1807	0.9452131	0.1708075	208.35	ASPDH	aspartate dehydrogenase domain containing
643837	0.6776	0.345	0.2756	0.9450271	0.2604284	427.65	LINC01128	long intergenic non-protein coding RNA 1128
100131454	0.6776	0.345	0.2895	0.9449845	0.2736103	20.55	DBIL5P	diazepam binding inhibitor-like 5, pseudogene
105372345	0.6776	0.345	0.4647	0.9449895	0.4391784	22.18	LOC105372345	uncharacterized LOC105372345
58511	0.67768	0.345	0.2907	-0.9445079	-0.2745764	11.3	DNASE2B	deoxyribonuclease 2 beta
7779	0.67768	0.345	0.2082	0.9448365	0.1966743	945.21	SLC30A1	solute carrier family 30 member 1
643136	0.67768	0.345	0.1255	-0.9445731	-0.1185426	222.87	ZC3H11B	zinc finger CCCH-type containing 11B
94101	0.67768	0.345	0.1176	0.9446862	0.1111292	701.34	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
54476	0.67768	0.345	0.0783	-0.9443772	-0.0739204	1708.13	RNF216	ring finger protein 216
2675	0.67768	0.345	0.8091	0.9444904	0.764193	204.16	GFRA2	GDNF family receptor alpha 2
55342	0.67768	0.345	0.3106	0.9447137	0.2934077	1286.99	STRBP	spermatid perinuclear RNA binding protein
5979	0.67768	0.345	0.5521	0.9446159	0.5215414	73.5	RET	ret proto-oncogene
7026	0.67768	0.345	0.1698	-0.9443995	-0.160406	197.39	NR2F2	nuclear receptor subfamily 2 group F member 2
3208	0.67777	0.345	0.7334	0.9441961	0.6925152	529.8	HPCA	hippocalcin
55802	0.67777	0.345	0.0871	0.9438382	0.082191	779.91	DCP1A	decapping mRNA 1A
105374352	0.67777	0.345	0.514	-0.944083	-0.4852883	26.73	LOC105374352	uncharacterized LOC105374352
80853	0.67777	0.345	0.1474	0.943825	0.1391413	1136.23	KDM7A	lysine demethylase 7A
55790	0.67777	0.345	0.214	0.9438198	0.2019871	887.79	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
728975	0.67777	0.345	0.2548	0.9439656	0.2405129	24.63	CAPN1-AS1	CAPN1 antisense RNA 1
112268284	0.67777	0.345	0.2727	0.9438398	0.2574164	9613.36	LOC112268284	
23786	0.67777	0.345	0.1316	0.9440838	0.1242641	1797.29	BCL2L13	BCL2 like 13
100302401	0.67787	0.345	0.2148	-0.9435759	-0.2026409	36.45	RASAL2-AS1	RASAL2 antisense RNA 1
9213	0.67787	0.345	0.2529	0.9436385	0.2386075	979.45	XPR1	xenotropic and polytropic retrovirus receptor 1
6117	0.67787	0.345	0.1534	0.943533	0.1447655	1313.9	RPA1	replication protein A1
115950	0.67787	0.345	0.1208	0.9434471	0.113922	165.91	ZNF653	zinc finger protein 653
79047	0.67787	0.345	0.2155	-0.9434307	-0.2033255	412.46	KCTD15	potassium channel tetramerization domain containing 15
101928649	0.67801	0.346	0.1844	-0.9431731	-0.1739322	81.38	CTC-338M12.4	uncharacterized LOC101928649
23335	0.67801	0.346	0.1008	0.9432066	0.0951024	3721.16	WDR7	WD repeat domain 7
102466748	0.67812	0.346	0.3807	-0.9430024	-0.3590103	19.46	MIR6845	microRNA 6845
5611	0.67823	0.346	0.1151	0.942834	0.1085233	1990.71	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
9840	0.67824	0.346	0.9748	0.9427669	0.919029	798.14	TESPA1	thymocyte expressed, positive selection associated 1
105374745	0.67831	0.346	0.4184	-0.9425841	-0.3943678	13.76	LOC105374745	uncharacterized LOC105374745
100996348	0.67831	0.346	0.2065	-0.9425833	-0.1946478	57.61	CA3-AS1	CA3 antisense RNA 1
728658	0.67831	0.346	0.1427	0.9425174	0.1344697	620.44	RPL13AP5	ribosomal protein L13a pseudogene 5
60559	0.67835	0.346	0.1771	0.9424225	0.1668958	2259.07	SPCS3	signal peptidase complex subunit 3
78997	0.67849	0.346	0.4459	0.9422225	0.4201366	153.42	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1
8562	0.67851	0.346	0.1826	0.9421497	0.1720564	671.59	DENR	density regulated re-initiation and release factor
5865	0.67862	0.346	0.515	0.9419814	0.4851649	1032.02	RAB3B	RAB3B, member RAS oncogene family
6118	0.67862	0.346	0.2409	0.941869	0.2269152	607.14	RPA2	replication protein A2
1353	0.67862	0.346	0.0925	-0.9418622	-0.0871063	1345.56	COX11	cytochrome c oxidase copper chaperone COX11
5581	0.67867	0.347	0.3548	0.9412546	0.333926	2051.81	PRKCE	protein kinase C epsilon
29926	0.67867	0.347	0.1616	-0.9413468	-0.1521331	231.09	GMPPA	GDP-mannose pyrophosphorylase A
339874	0.67867	0.346	0.2199	-0.9415613	-0.207013	52.05	NUDT16-DT	NUDT16 divergent transcript
101927354	0.67867	0.347	0.2884	-0.9412287	-0.2714667	16.93	LINC03016	long intergenic non-protein coding RNA 3016
219771	0.67867	0.346	0.1076	0.9414412	0.1013046	2137.82	CCNY	cyclin Y
120526	0.67867	0.347	0.1058	0.9413297	0.0996035	413.94	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24
144097	0.67867	0.346	0.1521	-0.9415025	-0.1431687	267.15	SPINDOC	spindlin interactor and repressor of chromatin binding
79369	0.67867	0.347	0.1252	0.9412286	0.1178296	235.2	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
9501	0.67867	0.347	0.3433	0.9412769	0.3231636	34.91	RPH3AL	rabphilin 3A like (without C2 domains)
4924	0.67867	0.347	0.097	0.9413031	0.0913435	2032.16	NUCB1	nucleobindin 1
26154	0.67875	0.347	0.3952	-0.9410885	-0.3719007	16.13	ABCA12	ATP binding cassette subfamily A member 12
106635529	0.67883	0.347	0.4507	-0.9409539	-0.4241011	11.45	SNORA95	small nucleolar RNA, H/ACA box 95
10023	0.67883	0.347	0.1197	0.9408891	0.1125947	120.23	FRAT1	FRAT regulator of WNT signaling pathway 1
339665	0.67886	0.347	0.1591	-0.9407427	-0.1496412	317.94	SLC35E4	solute carrier family 35 member E4
23133	0.67886	0.347	0.1188	-0.9407522	-0.1117615	1339.52	PHF8	PHD finger protein 8
105376477	0.67895	0.347	0.5541	0.9405971	0.5211906	12.16	LOC105376477	uncharacterized LOC105376477
100528064	0.67931	0.347	0.1084	0.9401838	0.1019176	392.26	NEDD8-MDP1	NEDD8-MDP1 readthrough
10849	0.67935	0.347	0.1015	0.9400831	0.0954268	231.99	POLR1G	RNA polymerase I subunit G
105374853	0.67943	0.347	0.2653	-0.9398828	-0.2493855	15.9	LOC105374853	uncharacterized LOC105374853
105377623	0.67943	0.347	0.3149	-0.9399044	-0.29599	72.48	LOC105377623	uncharacterized LOC105377623
728613	0.6795	0.347	0.2091	-0.9397599	-0.1965263	196.48	PDCD6P1	PDCD6 pseudogene 1
25943	0.67957	0.347	0.1399	-0.9396353	-0.1314188	3696.06	DNAAF9	dynein axonemal assembly factor 9
100287765	0.67961	0.347	0.1156	-0.9395295	-0.1086366	316.27	LINC00630	long intergenic non-protein coding RNA 630
2996	0.67966	0.348	0.1498	-0.939287	-0.1406649	74.22	GYPE	glycophorin E (MNS blood group)
53616	0.67966	0.348	0.1854	0.9391242	0.1741524	3132.9	ADAM22	ADAM metallopeptidase domain 22
220929	0.67966	0.348	0.1208	-0.9392182	-0.1134851	490.76	ZNF438	zinc finger protein 438
84324	0.67966	0.348	0.0871	0.9390847	0.0818082	533.95	SARNP	SAP domain containing ribonucleoprotein
256710	0.67966	0.348	0.3121	-0.9389133	-0.2930036	123.95	GLIPR1L1	GLIPR1 like 1
107984660	0.67966	0.348	0.2123	-0.9391218	-0.1993497	25.94	AJUBA-DT	AJUBA divergent transcript
123624	0.67966	0.348	0.2941	-0.9388417	-0.276145	25.89	AGBL1	AGBL carboxypeptidase 1
79585	0.67966	0.348	0.2242	-0.9390882	-0.2105852	841.92	CORO7	coronin 7
9013	0.67966	0.348	0.1968	-0.939005	-0.1847895	517.74	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C
91369	0.67966	0.348	0.1431	-0.938873	-0.1343901	10533.32	ANKRD40	ankyrin repeat domain 40
54958	0.67966	0.348	0.2154	0.9390175	0.202307	290.86	TMEM160	transmembrane protein 160
5287	0.67969	0.348	0.2241	-0.9385239	-0.2103518	5365.87	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
80142	0.67969	0.348	0.1382	0.9385255	0.1297398	492.47	PTGES2	prostaglandin E synthase 2
5936	0.67969	0.348	0.0841	-0.9386643	-0.0789777	848.11	RBM4	RNA binding motif protein 4
55178	0.67969	0.348	0.135	0.9385747	0.1266953	147.68	MRM3	mitochondrial rRNA methyltransferase 3
100422985	0.67969	0.348	0.2525	0.9387431	0.23703	14.64	MIR1184-2	microRNA 1184-2
79670	0.67973	0.348	0.1011	-0.9384173	-0.0948937	1712.3	TUT7	terminal uridylyl transferase 7
11325	0.67974	0.348	0.0806	0.9383567	0.075636	2683.48	DDX42	DEAD-box helicase 42
4439	0.67974	0.348	0.2832	-0.9381362	-0.2656395	47.69	MSH5	mutS homolog 5
92714	0.67974	0.348	0.1387	-0.9380382	-0.1301094	289.86	ARRDC1	arrestin domain containing 1
2900	0.67974	0.348	0.1443	-0.9380027	-0.135314	580.52	GRIK4	glutamate ionotropic receptor kainate type subunit 4
3661	0.67974	0.348	0.1145	-0.938111	-0.1074576	330.27	IRF3	interferon regulatory factor 3
768096	0.67974	0.348	0.6122	0.9382374	0.5744356	40.42	HAR1A	highly accelerated region 1A
4511	0.67974	0.348	0.1569	-0.9382184	-0.1472443	3918.15	TRNC	tRNA-Cys
100506527	0.67978	0.348	0.9901	0.9378661	0.9285469	55.97	LINC01007	long intergenic non-protein coding RNA 1007
55713	0.67978	0.348	0.2811	-0.937842	-0.2635836	457.99	ZNF334	zinc finger protein 334
127579	0.67984	0.349	0.3946	-0.9374718	-0.3699504	24.81	DCST2	DC-STAMP domain containing 2
100505641	0.67984	0.348	0.1	0.9375464	0.0937262	4902.61	FGD5-AS1	FGD5 antisense RNA 1
105379138	0.67984	0.349	0.5557	-0.9374358	-0.5209048	9.25	LOC105379138	uncharacterized LOC105379138
23389	0.67984	0.348	0.0699	-0.9376139	-0.0655245	3444.85	MED13L	mediator complex subunit 13L
51545	0.67984	0.348	0.1538	0.9375068	0.1441542	91.28	ZNF581	zinc finger protein 581
24141	0.67984	0.348	0.4417	0.9375654	0.4141559	111.66	LAMP5	lysosomal associated membrane protein family member 5
105373184	0.67989	0.349	0.497	-0.9373266	-0.4658449	10.19	LOC105373184	
353324	0.67991	0.349	0.4375	-0.9371939	-0.4100095	9.96	SPATA12	spermatogenesis associated 12
286103	0.67991	0.349	0.1989	-0.9370791	-0.1863684	49.05	ZNF252P-AS1	ZNF252P antisense RNA 1
55553	0.67991	0.349	0.1588	-0.9372367	-0.1488051	788.31	SOX6	SRY-box transcription factor 6
84063	0.67991	0.349	0.2996	-0.9370774	-0.2807391	49.84	KIRREL2	kirre like nephrin family adhesion molecule 2
25816	0.68008	0.349	0.2184	0.9368513	0.2045962	30.3	TNFAIP8	TNF alpha induced protein 8
105378731	0.68011	0.349	0.5865	-0.9367542	-0.5494067	10.81	LOC105378731	uncharacterized LOC105378731
727800	0.68011	0.349	0.3712	0.9367001	0.3477278	291	RNF208	ring finger protein 208
286256	0.6802	0.349	0.3079	-0.936558	-0.2883567	45.53	LCN12	lipocalin 12
3030	0.68021	0.349	0.1277	0.9364815	0.1195636	3127.1	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
3738	0.68024	0.349	0.5625	0.9363939	0.5267055	264.8	KCNA3	potassium voltage-gated channel subfamily A member 3
8395	0.68024	0.349	0.4069	0.936237	0.3809596	174.62	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
107987013	0.68024	0.349	0.4152	-0.9362183	-0.3887576	60.26	LOC107987013	putative uncharacterized protein DDB_G0287265
105378286	0.68024	0.349	0.1991	-0.9363243	-0.1864678	58.75	LOC105378286	uncharacterized LOC105378286
58472	0.68032	0.349	0.2631	0.9360235	0.2462926	90.43	SQOR	sulfide quinone oxidoreductase
8839	0.68032	0.349	0.3273	-0.9360347	-0.306361	46.59	CCN5	cellular communication network factor 5
9882	0.68036	0.349	0.2065	0.9359301	0.1932643	643.77	TBC1D4	TBC1 domain family member 4
4435	0.68036	0.349	0.5609	0.9358661	0.5248845	17.68	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
169714	0.68039	0.349	0.1445	0.9357848	0.1352165	578.39	QSOX2	quiescin sulfhydryl oxidase 2
677802	0.68045	0.349	0.3303	0.9356642	0.3090482	11.91	SNORA14B	small nucleolar RNA, H/ACA box 14B
112268422	0.68053	0.35	0.2816	-0.9354344	-0.2634527	75.61	LOC112268422	
4241	0.68053	0.35	0.1794	-0.9354097	-0.1677671	94.37	MELTF	melanotransferrin
414778	0.68053	0.35	0.2058	-0.9355028	-0.1925298	46.05	HCG17	HLA complex group 17
100132526	0.68062	0.35	0.4245	-0.9351589	-0.3969642	11.38	FGD5P1	FYVE, RhoGEF and PH domain containing 5 pseudogene 1
2919	0.68062	0.35	0.8177	-0.9352171	-0.7647537	13.9	CXCL1	C-X-C motif chemokine ligand 1
105376078	0.68062	0.35	0.3951	-0.9351486	-0.3694478	42.96	LOC105376078	uncharacterized LOC105376078
9615	0.68082	0.35	0.7453	0.9348918	0.6968128	1524.73	GDA	guanine deaminase
105376481	0.68103	0.35	0.3159	-0.9346178	-0.2952086	10.96	LOC105376481	uncharacterized LOC105376481
9682	0.68111	0.35	0.0983	-0.9344241	-0.0918295	1027.54	KDM4A	lysine demethylase 4A
105371622	0.68111	0.35	0.1953	0.9344244	0.1825356	513.77	LOC105371622	uncharacterized LOC105371622
79712	0.68139	0.35	0.0915	-0.9340848	-0.0854425	1946.36	GTDC1	glycosyltransferase like domain containing 1
57643	0.68141	0.35	0.1201	-0.933954	-0.1121994	385.36	ZSWIM5	zinc finger SWIM-type containing 5
84528	0.68141	0.35	0.4855	-0.9339577	-0.4534425	11.47	RHOXF2	Rhox homeobox family member 2
10082	0.68144	0.35	0.2051	0.9338623	0.1915228	289.75	GPC6	glypican 6
51170	0.68151	0.35	0.1631	0.9337292	0.152296	497.06	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
388697	0.68167	0.351	0.365	-0.9332967	-0.3406829	130.01	HRNR	hornerin
644660	0.68167	0.351	0.1407	0.9332856	0.1312909	187.4	RAD21-AS1	RAD21 antisense RNA 1
55506	0.68167	0.351	0.1839	0.9335039	0.1716452	175.97	MACROH2A2	macroH2A.2 histone
22846	0.68167	0.351	0.1826	-0.9332938	-0.1704559	2439.71	VASH1	vasohibin 1
83752	0.68167	0.351	0.0636	-0.9333112	-0.0593702	3388.7	LONP2	lon peptidase 2, peroxisomal
5097	0.68179	0.351	0.1428	0.9331093	0.1332083	2489.79	PCDH1	protocadherin 1
5153	0.68214	0.351	0.5774	0.9327003	0.5385149	390.48	PDE1B	phosphodiesterase 1B
57463	0.68218	0.351	0.4542	0.9325982	0.4235563	626.14	AMIGO1	adhesion molecule with Ig like domain 1
115811	0.68219	0.351	0.2033	-0.932535	-0.1896188	66.19	IQCD	IQ motif containing D
151393	0.68222	0.351	0.1427	-0.9324411	-0.1330206	169.75	RMDN2	regulator of microtubule dynamics 2
8633	0.68225	0.351	0.2097	-0.9323455	-0.1954908	5787.04	UNC5C	unc-5 netrin receptor C
338557	0.68225	0.351	0.5694	0.9323005	0.5308511	26.68	FFAR4	free fatty acid receptor 4
158219	0.68226	0.351	0.4057	0.9322303	0.3781805	364.14	TTC39B	tetratricopeptide repeat domain 39B
150622	0.6826	0.352	0.2392	-0.9316597	-0.2228705	6387.45	SILC1	sciatic injury induced lincRNA upregulator of SOX11
1286	0.6826	0.351	0.2869	-0.9317663	-0.2673338	164.97	COL4A4	collagen type IV alpha 4 chain
90668	0.6826	0.351	0.1987	-0.9316884	-0.185153	134.19	CARMIL3	capping protein regulator and myosin 1 linker 3
149837	0.6826	0.351	0.3177	0.9317069	0.2959677	165	LINC00654	long intergenic non-protein coding RNA 654
2563	0.68266	0.352	0.8237	0.9310561	0.7668993	334.05	GABRD	gamma-aminobutyric acid type A receptor subunit delta
400761	0.68266	0.352	0.1635	-0.931149	-0.1522739	173.16	LRRC8C-DT	LRRC8C divergent transcript
101927070	0.68266	0.352	0.3944	-0.9310214	-0.367158	12.01	LINC02611	long intergenic non-protein coding RNA 2611
9718	0.68266	0.352	0.2943	-0.9314775	-0.2740893	58.87	ECE2	endothelin converting enzyme 2
80742	0.68266	0.352	0.154	0.9314262	0.1434489	231.29	PRR3	proline rich 3
51258	0.68266	0.352	0.144	0.9312891	0.1340726	617.6	MRPL51	mitochondrial ribosomal protein L51
57496	0.68266	0.352	0.4755	0.9310699	0.4427495	3082.79	MRTFB	myocardin related transcription factor B
51673	0.68266	0.352	0.2357	0.9313425	0.2195514	3448.23	TPPP3	tubulin polymerization promoting protein family member 3
80774	0.68266	0.352	0.1654	0.9311268	0.1539689	142.81	LIMD2	LIM domain containing 2
84247	0.68266	0.352	0.1062	0.9313507	0.0988789	1892.86	RTL6	retrotransposon Gag like 6
285498	0.68296	0.352	0.3631	-0.9306026	-0.3379388	28.55	RNF212	ring finger protein 212
102724563	0.68296	0.352	0.2216	0.9306605	0.2062339	23.77	LOC102724563	transcription factor E2F6-like
8359	0.68299	0.352	0.3833	0.9305088	0.3566947	31.56	H4C1	H4 clustered histone 1
112755	0.68299	0.352	0.5219	0.9303998	0.4855673	2226.39	STX1B	syntaxin 1B
107985325	0.68299	0.352	0.3124	0.930453	0.2906603	11.33	GP6-AS1	GP6 antisense RNA 1
55070	0.68304	0.352	0.1382	-0.9301196	-0.128514	218.59	DET1	DET1 partner of COP1 E3 ubiquitin ligase
23265	0.68304	0.352	0.0883	-0.9302287	-0.082169	2509.64	EXOC7	exocyst complex component 7
102724751	0.68304	0.352	0.4841	0.9302119	0.4503224	10.11	LOC102724751	breakpoint cluster region protein-like
140886	0.68304	0.352	0.1433	0.930127	0.1332577	123.38	PABPC5	poly(A) binding protein cytoplasmic 5
4539	0.68315	0.352	0.2206	-0.9299505	-0.2051666	26633.3	ND4L	NADH dehydrogenase subunit 4L
2977	0.68315	0.352	0.4294	0.9298318	0.3992321	1667.38	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
102723811	0.68315	0.352	0.3846	-0.9298432	-0.35758	9.28	LOC102723811	uncharacterized LOC102723811
4640	0.68323	0.353	0.5017	-0.9296979	-0.466429	26.6	MYO1A	myosin IA
100507050	0.68348	0.353	0.6426	0.9293768	0.5972	28.7	TPBGL	trophoblast glycoprotein like
349633	0.68348	0.353	0.482	-0.9293264	-0.4479247	25.66	PLET1	placenta expressed transcript 1
107985795	0.68356	0.353	0.3109	0.9291282	0.2888946	14.24	LOC107985795	
997	0.68356	0.353	0.1039	0.9291613	0.0965565	649.38	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme
23301	0.68361	0.353	0.1896	0.9290161	0.1761483	1685.95	EHBP1	EH domain binding protein 1
54439	0.68361	0.353	0.0795	0.9289704	0.0738853	1525.11	RBM27	RNA binding motif protein 27
56957	0.68362	0.353	0.1819	-0.92884	-0.1689282	7878.08	OTUD7B	OTU deubiquitinase 7B
5368	0.68362	0.353	0.7985	0.9288924	0.741754	19.19	PNOC	prepronociceptin
5623	0.68366	0.353	0.2899	-0.928742	-0.2692282	12.36	PSPN	persephin
9341	0.68368	0.353	0.1772	0.9284914	0.1645375	4241.35	VAMP3	vesicle associated membrane protein 3
6726	0.68368	0.353	0.1383	0.9285212	0.1284467	2455.98	SRP9	signal recognition particle 9
100129716	0.68368	0.353	0.2634	-0.9285743	-0.2446109	73.37	ARRDC3-AS1	ARRDC3 antisense RNA 1
26683	0.68368	0.353	0.5515	-0.9285428	-0.5121086	10.34	OR4F3	olfactory receptor family 4 subfamily F member 3
692088	0.68368	0.353	0.251	0.9284286	0.2330026	23.49	SNORD50B	small nucleolar RNA, C/D box 50B
105378897	0.68382	0.353	0.7265	0.9282376	0.6743649	78.11	SLC6A17-AS1	SLC6A17 antisense RNA 1
340719	0.68393	0.353	0.3354	0.9280644	0.3112764	70.61	NANOS1	nanos C2HC-type zinc finger 1
9693	0.68396	0.353	0.103	0.9278612	0.0955619	5504.48	RAPGEF2	Rap guanine nucleotide exchange factor 2
23424	0.68396	0.353	0.1331	0.9279703	0.1234756	980.34	TDRD7	tudor domain containing 7
440288	0.68396	0.354	0.2009	-0.9278097	-0.1864102	40.57	UBL7-DT	UBL7 divergent transcript
7283	0.68396	0.354	0.1524	0.927808	0.1413881	392.07	TUBG1	tubulin gamma 1
105377762	0.68396	0.354	0.7779	0.9277459	0.7217096	10.07	LOC105377762	uncharacterized LOC105377762
6581	0.684	0.354	0.2588	-0.9275907	-0.2400321	57.82	SLC22A3	solute carrier family 22 member 3
646278	0.684	0.354	0.2089	-0.9275878	-0.1937535	217.36	PDCD6IPP2	PDCD6IP pseudogene 2
7841	0.68401	0.354	0.1348	0.9274675	0.1250271	494.7	MOGS	mannosyl-oligosaccharide glucosidase
9825	0.68401	0.354	0.0818	0.9274999	0.0758862	1080.46	SPATA2	spermatogenesis associated 2
100506421	0.68419	0.354	0.1391	-0.9270595	-0.1289922	210.2	PANTR1	POU3F3 adjacent non-coding transcript 1
100506409	0.68419	0.354	0.3554	-0.9269565	-0.3294324	32.99	ELOVL2-AS1	ELOVL2 antisense RNA 1
2791	0.68419	0.354	0.1942	-0.9269541	-0.1800451	166.02	GNG11	G protein subunit gamma 11
1786	0.68419	0.354	0.1322	-0.9271465	-0.1225456	1499.37	DNMT1	DNA methyltransferase 1
101927151	0.68419	0.354	0.1286	0.9270149	0.1192424	167.16	LINC02987	long intergenic non-protein coding RNA 2987
107985304	0.68419	0.354	0.1746	-0.9269373	-0.1618197	804.4	LOC107985304	uncharacterized LOC107985304
574406	0.6842	0.354	0.5442	-0.9266321	-0.504302	15.33	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1
