GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
9296	0.33905	0.046	0.1656	1.995239	0.3304333	702.25	ATP6V1F	ATPase H+ transporting V1 subunit F
107984285	0.33905	0.046	0.2373	-1.995725	-0.4736678	48.15	LOC107984285	replaced by ID 23185
4076	0.33905	0.0458	0.0984	1.9976671	0.1966613	5214.41	CAPRIN1	cell cycle associated protein 1
5554	0.33905	0.0458	0.1678	-1.9973594	-0.3352149	203.39	PRH1	proline rich protein HaeIII subfamily 1
105369850	0.33905	0.0459	0.2141	-1.9962563	-0.4274976	32.46	LOC105369850	uncharacterized LOC105369850
112268130	0.33905	0.046	0.3207	-1.9952501	-0.6399022	53.58	LOC112268130	uncharacterized LOC112268130
650655	0.33905	0.046	0.1999	-1.9952322	-0.3989084	50.96	ABCA17P	ATP binding cassette subfamily A member 17, pseudogene
5216	0.33905	0.046	0.1355	1.995744	0.2703626	1858.49	PFN1	profilin 1
107985000	0.33905	0.046	0.3835	-1.9957774	-0.7654167	37.21	LOC107985000	uncharacterized LOC107985000
7694	0.33905	0.046	0.2153	-1.99559	-0.4296318	466.7	ZNF135	zinc finger protein 135
5621	0.33905	0.0459	0.1394	1.9962005	0.278287	11446.97	PRNP	prion protein
23764	0.33905	0.0458	0.2597	-1.9968302	-0.5186559	131.35	MAFF	MAF bZIP transcription factor F
101926918	0.33905	0.0461	0.2538	-1.9948924	-0.5062204	56.46	GTF2IP12	general transcription factor IIi pseudogene 12
347148	0.33905	0.0461	0.3309	-1.9947968	-0.6601076	14.98	QRFP	pyroglutamylated RFamide peptide
27018	0.33905	0.0461	0.1285	1.9947847	0.2563863	2355.45	BEX3	brain expressed X-linked 3
10346	0.33928	0.0461	0.207	1.9943637	0.4128951	491.44	TRIM22	tripartite motif containing 22
100462981	0.33942	0.0462	0.669	-1.9936377	-1.3336959	32.88	MTRNR2L2	MT-RNR2 like 2 (pseudogene)
105379752	0.33942	0.0462	0.348	-1.9938264	-0.6939274	282.91	LOC105379752	
598	0.33942	0.0462	0.1177	1.9937536	0.2346443	1847.68	BCL2L1	BCL2 like 1
57091	0.33942	0.0461	0.253	1.9940277	0.5044049	55.64	CASS4	Cas scaffold protein family member 4
11331	0.33968	0.0462	0.1289	1.993183	0.2570134	1021.39	PHB2	prohibitin 2
11194	0.33982	0.0463	0.1536	-1.992573	-0.3061329	837.45	ABCB8	ATP binding cassette subfamily B member 8
101928438	0.33982	0.0463	0.2961	-1.9926656	-0.5900681	27.34	LOC101928438	uncharacterized LOC101928438
4141	0.33982	0.0463	0.0806	1.9924962	0.1606665	1263.2	MARS1	methionyl-tRNA synthetase 1
107984671	0.33982	0.0463	0.345	-1.9924538	-0.687428	23.49	LOC107984671	uncharacterized LOC107984671
10929	0.33984	0.0464	0.0858	1.9921381	0.1708848	1016.71	SRSF8	serine and arginine rich splicing factor 8
348180	0.33984	0.0464	0.097	1.992029	0.1932156	256.75	CTU2	cytosolic thiouridylase subunit 2
80700	0.33984	0.0464	0.1294	1.9921905	0.2577339	1424.04	UBXN6	UBX domain protein 6
105371825	0.34023	0.0464	0.2543	-1.9914062	-0.5064574	19.96	LOC105371825	uncharacterized LOC105371825
59343	0.34026	0.0465	0.0784	1.9912274	0.1561122	1919.33	SENP2	SUMO specific peptidase 2
102724832	0.34031	0.0465	0.2133	-1.9910274	-0.4246129	82.06	ANKRD17-DT	ANKRD17 divergent transcript
65980	0.34059	0.0466	0.1246	-1.9900235	-0.247996	944.79	BRD9	bromodomain containing 9
202134	0.34059	0.0466	0.5351	-1.9897276	-1.0646779	59.08	FAM153B	family with sequence similarity 153 member B
833	0.34059	0.0465	0.1428	1.9905383	0.2841637	860.89	CARS1	cysteinyl-tRNA synthetase 1
7009	0.34059	0.0466	0.1091	1.9902178	0.2171729	11757.26	TMBIM6	transmembrane BAX inhibitor motif containing 6
145438	0.34059	0.0466	0.2114	-1.989775	-0.4205608	28.61	FRMD6-AS1	FRMD6 antisense RNA 1
9950	0.34059	0.0466	0.0916	1.9901948	0.1823028	1242.94	GOLGA5	golgin A5
105371952	0.34059	0.0466	0.2619	-1.9898033	-0.5211118	78.45	LOC105371952	uncharacterized LOC105371952
340596	0.34067	0.0466	0.2652	-1.989497	-0.5276613	43.8	LHFPL1	LHFPL tetraspan subfamily member 1
80789	0.34069	0.0467	0.158	1.9892093	0.3143528	320.26	INTS5	integrator complex subunit 5
375690	0.34069	0.0467	0.2455	-1.9891923	-0.4882891	80.09	WASH5P	WASP family homolog 5, pseudogene
5515	0.34102	0.0467	0.1752	1.9886344	0.3483486	3224.81	PPP2CA	protein phosphatase 2 catalytic subunit alpha
9538	0.34102	0.0468	0.1177	1.9885102	0.234086	1319.62	EI24	EI24 autophagy associated transmembrane protein
57501	0.34109	0.0468	0.1433	-1.987779	-0.2848666	293.3	CFAP92	cilia and flagella associated protein 92 (putative)
51705	0.34109	0.0468	0.2312	-1.9880783	-0.4595817	114.26	EMCN	endomucin
105379192	0.34109	0.0469	0.3864	-1.9876345	-0.7680437	17.68	LOC105379192	uncharacterized LOC105379192
286319	0.34109	0.0469	0.1042	1.9876073	0.207158	311.27	TUSC1	tumor suppressor candidate 1
102725201	0.34109	0.0468	0.1724	-1.9880024	-0.3428307	52.05	CEP250-AS1	CEP250 antisense RNA 1
107985703	0.34109	0.0468	0.3922	-1.9878314	-0.7795849	9.24	LOC107985703	uncharacterized LOC107985703
101928113	0.34115	0.0469	0.2764	-1.9873106	-0.5491977	294.09	ST3GAL5-AS1	ST3GAL5 antisense RNA 1 (head to head)
105377568	0.34115	0.0469	0.5094	-1.9872681	-1.0123134	17.09	LOC105377568	uncharacterized LOC105377568
79177	0.34151	0.047	0.0882	1.9866867	0.1751472	266.84	ZNF576	zinc finger protein 576
105372127	0.34155	0.047	0.3396	-1.9864937	-0.6746609	19.84	TCF4-AS1	TCF4 antisense RNA 1
54978	0.34179	0.047	0.0901	1.9860618	0.1789014	1086.18	SLC35F6	solute carrier family 35 member F6
5710	0.34193	0.0471	0.1011	1.9857623	0.2006797	1348.26	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4
9908	0.34193	0.0471	0.1982	1.9854022	0.3935656	4041.48	G3BP2	G3BP stress granule assembly factor 2
11257	0.34193	0.0471	0.2058	1.9855676	0.4086653	115.15	TP53TG1	TP53 target 1
56946	0.34193	0.0471	0.1197	-1.9853474	-0.2375767	1259.36	EMSY	EMSY transcriptional repressor, BRCA2 interacting
55075	0.34201	0.0471	0.2177	-1.9851137	-0.4321771	1387.41	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
100847089	0.34205	0.0472	0.4761	-1.9848954	-0.9450344	10.69	MIR5584	microRNA 5584
149603	0.34205	0.0472	0.1433	1.9841884	0.2843339	2286.18	RNF187	ring finger protein 187
24142	0.34205	0.0472	0.1625	1.9843665	0.3224319	118.81	NAA80	N-alpha-acetyltransferase 80, NatH catalytic subunit
9972	0.34205	0.0472	0.0673	1.9843111	0.133556	1832.72	NUP153	nucleoporin 153
442524	0.34205	0.0472	0.1377	-1.984193	-0.2731881	69.46	DPY19L2P3	DPY19L2 pseudogene 3
78988	0.34205	0.0472	0.1526	1.9841143	0.3026891	425.08	MRPL57	mitochondrial ribosomal protein L57
84034	0.34205	0.0472	0.3886	-1.9841853	-0.7711067	158.54	EMILIN2	elastin microfibril interfacer 2
105371131	0.34211	0.0473	0.2601	-1.9839045	-0.5160453	36.9	LOC105371131	uncharacterized LOC105371131
7905	0.34222	0.0473	0.1795	1.9836368	0.3561561	4670.78	REEP5	receptor accessory protein 5
3716	0.34224	0.0476	0.085	1.9809735	0.1682958	2714.26	JAK1	Janus kinase 1
51027	0.34224	0.0475	0.16	1.9817368	0.317047	141.95	BOLA1	bolA family member 1
105371658	0.34224	0.0474	0.296	-1.982421	-0.5867774	26.06	LOC105371658	uncharacterized LOC105371658
1788	0.34224	0.0476	0.1943	-1.9807667	-0.3849231	2164.72	DNMT3A	DNA methyltransferase 3 alpha
9209	0.34224	0.0474	0.1819	-1.9825363	-0.3606882	1804.02	LRRFIP2	LRR binding FLII interacting protein 2
2119	0.34224	0.0476	0.2527	1.9805061	0.5004237	1118.66	ETV5	ETS variant transcription factor 5
100507086	0.34224	0.0476	0.3506	-1.9808268	-0.6944278	21.32	DLG1-AS1	DLG1 antisense RNA 1
85013	0.34224	0.0475	0.1437	1.9822133	0.2848932	573.17	TMEM128	transmembrane protein 128
132430	0.34224	0.0476	0.2673	-1.9812216	-0.529582	15.35	PABPC4L	poly(A) binding protein cytoplasmic 4 like
26821	0.34224	0.0475	0.2837	1.9816452	0.5620971	56.56	SNORA74A	small nucleolar RNA, H/ACA box 74A
105374897	0.34224	0.0475	0.2623	-1.9821437	-0.5199824	65.07	LOC105374897	uncharacterized LOC105374897
8343	0.34224	0.0476	0.261	1.980601	0.5169905	89.34	H2BC7	H2B clustered histone 7
51465	0.34224	0.0476	0.1308	1.9806931	0.2589795	1377.03	UBE2J1	ubiquitin conjugating enzyme E2 J1
9238	0.34224	0.0476	0.1098	1.9810283	0.2174679	633.82	TBRG4	transforming growth factor beta regulator 4
50484	0.34224	0.0476	0.148	1.9813216	0.2933236	1161.61	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
105376387	0.34224	0.0476	0.4161	-1.9807403	-0.8240875	179.5	LOC105376387	uncharacterized LOC105376387
122664	0.34224	0.0475	0.2952	-1.9820454	-0.5850896	53.13	TPPP2	tubulin polymerization promoting protein family member 2
54581	0.34224	0.0473	0.1484	-1.9833982	-0.2943704	566.13	SCAND2P	SCAN domain containing 2 pseudogene
8131	0.34224	0.0475	0.0992	-1.9819706	-0.1965512	756.15	NPRL3	NPR3 like, GATOR1 complex subunit
440348	0.34224	0.0476	0.335	-1.9809804	-0.6635897	73.98	NPIPB15	nuclear pore complex interacting protein family member B15
10564	0.34224	0.0476	0.104	1.9812378	0.2061136	2989.9	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
27349	0.34224	0.0475	0.1594	1.9814324	0.3157685	135.57	MCAT	malonyl-CoA-acyl carrier protein transacylase
5256	0.34224	0.0475	0.1413	-1.9814449	-0.2799086	643.55	PHKA2	phosphorylase kinase regulatory subunit alpha 2
105377457	0.34237	0.0477	0.4046	-1.9802175	-0.8011778	26.04	LOC105377457	uncharacterized LOC105377457
27429	0.34286	0.0478	0.1056	1.9788019	0.2089776	327.68	HTRA2	HtrA serine peptidase 2
55788	0.34286	0.0478	0.1506	1.9791846	0.2979973	2591.33	LMBRD1	LMBR1 domain containing 1
102724723	0.34286	0.0478	0.2742	1.9787995	0.5425645	33.49	LOC102724723	uncharacterized LOC102724723
107986986	0.34286	0.0478	0.3359	-1.9793294	-0.6648212	44.47	LOC107986986	uncharacterized LOC107986986
341277	0.34286	0.0478	0.2775	-1.9793401	-0.5492181	23.99	OVCH2	ovochymase 2
100137047	0.34286	0.0479	0.189	-1.9786709	-0.3738973	175.39	JMJD7	jumonji domain containing 7
4282	0.34286	0.0478	0.1602	1.9789943	0.31704	672.35	MIF	macrophage migration inhibitory factor
1174	0.34297	0.0479	0.2467	1.9784027	0.4881004	384.84	AP1S1	adaptor related protein complex 1 subunit sigma 1
11198	0.34316	0.0479	0.0768	1.9780261	0.1519222	2488.12	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
57413	0.34321	0.0481	0.2106	1.9768186	0.4163247	311.2	TMIGD3	transmembrane and immunoglobulin domain containing 3
105379383	0.34321	0.048	0.4444	-1.9774831	-0.8787519	20.76	LOC105379383	
286122	0.34321	0.048	0.222	-1.977088	-0.4389731	37.6	LINC02904	long intergenic non-protein coding RNA 2904
105369558	0.34321	0.0481	0.3189	-1.9768706	-0.630507	223.71	LOC105369558	uncharacterized LOC105369558
10193	0.34321	0.048	0.2054	1.9774196	0.406166	1018.83	RNF41	ring finger protein 41
10208	0.34321	0.048	0.1127	1.9776168	0.2228215	789.03	USPL1	ubiquitin specific peptidase like 1
105370500	0.34321	0.0481	0.235	-1.9767655	-0.4645957	80.61	LOC105370500	uncharacterized LOC105370500
7090	0.34321	0.048	0.2167	1.9777498	0.4285335	686.75	TLE3	TLE family member 3, transcriptional corepressor
51710	0.34321	0.0481	0.1091	-1.9768814	-0.2156073	1108.7	ZNF44	zinc finger protein 44
8438	0.34339	0.0481	0.1779	-1.9764067	-0.3515304	112.36	RAD54L	RAD54 like
54529	0.34343	0.0481	0.1399	1.9762233	0.2765291	703.4	ASNSD1	asparagine synthetase domain containing 1
55759	0.34358	0.0482	0.1611	1.9752942	0.3182425	638.66	WDR12	WD repeat domain 12
8887	0.34358	0.0483	0.1106	1.9748302	0.2183461	3743.67	TAX1BP1	Tax1 binding protein 1
135924	0.34358	0.0483	0.3344	-1.9748813	-0.6603077	73.46	OR9A2	olfactory receptor family 9 subfamily A member 2
50840	0.34358	0.0483	0.2352	-1.9749522	-0.4645817	83.47	TAS2R14	taste 2 receptor member 14
105370047	0.34358	0.0482	0.3806	-1.9755713	-0.7519009	59.56	LOC105370047	uncharacterized LOC105370047
107983950	0.34358	0.0483	0.3669	-1.9749302	-0.7245361	36.14	LOC107983950	uncharacterized LOC107983950
8678	0.34358	0.0482	0.079	1.9758418	0.1561624	802.23	BECN1	beclin 1
11133	0.34358	0.0482	0.1473	-1.9756887	-0.2910593	127.13	KPTN	kaptin, actin binding protein
105372779	0.34358	0.0482	0.2913	-1.9754839	-0.5753773	14.71	MRAP-AS1	MRAP antisense RNA 1
113	0.34377	0.0483	0.1784	1.9744693	0.3522255	470.05	ADCY7	adenylate cyclase 7
1763	0.34396	0.0484	0.2619	-1.9740972	-0.5170688	282.97	DNA2	DNA replication helicase/nuclease 2
64805	0.34401	0.0484	0.595	1.9739034	1.1744277	1078.26	P2RY12	purinergic receptor P2Y12
119391	0.3442	0.0484	0.2625	-1.9734758	-0.5179439	484.22	GSTO2	glutathione S-transferase omega 2
23483	0.3442	0.0484	0.1327	1.973407	0.2619485	183.23	TGDS	TDP-glucose 4,6-dehydratase
85002	0.3443	0.0485	0.209	-1.9728978	-0.4124021	209.01	FAM86B1	family with sequence similarity 86 member B1
79073	0.3443	0.0485	0.1314	1.9727398	0.2591823	521.75	TMEM109	transmembrane protein 109
26077	0.3443	0.0485	0.285	-1.9728838	-0.5622641	150.64	GNAO1-AS1	GNAO1 antisense RNA 1
23615	0.3443	0.0485	0.4031	-1.9728528	-0.795306	9.27	PYY2	peptide YY 2 (pseudogene)
101930048	0.34447	0.0486	0.3232	-1.9723982	-0.6374834	26.09	LOC101930048	replaced by ID 101930053
100507470	0.34461	0.0486	0.2788	-1.9720939	-0.5498931	58.37	GRID1-AS1	GRID1 antisense RNA 1
10188	0.34471	0.0486	0.1237	-1.9718269	-0.2439373	2545.26	TNK2	tyrosine kinase non receptor 2
105370811	0.34471	0.0486	0.4332	-1.9717033	-0.8541917	10.22	LOC105370811	uncharacterized LOC105370811
84622	0.34471	0.0487	0.1977	-1.9715721	-0.389743	718.61	ZNF594	zinc finger protein 594
9111	0.34493	0.0487	0.1831	1.9708189	0.360917	60.7	NMI	N-myc and STAT interactor
100130890	0.34493	0.0488	0.1694	-1.9705561	-0.33388	513.36	TSTD3	thiosulfate sulfurtransferase like domain containing 3
105375655	0.34493	0.0487	0.2548	-1.9708559	-0.5022483	57.61	LOC105375655	uncharacterized LOC105375655
56005	0.34493	0.0488	0.1433	1.9707605	0.2824883	354.7	MYDGF	myeloid derived growth factor
57828	0.34493	0.0487	0.2962	-1.9710463	-0.5837574	161.85	CATSPERG	cation channel sperm associated auxiliary subunit gamma
4550	0.34493	0.0488	0.377	-1.9705016	-0.7428744	8860.81	RNR2	l-rRNA
11214	0.34493	0.0488	0.1495	1.970367	0.2946316	1515	AKAP13	A-kinase anchoring protein 13
10180	0.34497	0.0488	0.1707	-1.9701195	-0.3362017	1857.83	RBM6	RNA binding motif protein 6
79778	0.34497	0.0489	0.2804	-1.969461	-0.5522506	615.94	MICALL2	MICAL like 2
23189	0.34497	0.0489	0.1262	-1.9693937	-0.2484684	3861.27	KANK1	KN motif and ankyrin repeat domains 1
4917	0.34497	0.0489	0.229	-1.9697576	-0.4510513	34.45	NTN3	netrin 3
10189	0.34497	0.0489	0.1037	1.9695403	0.2042331	373.04	ALYREF	Aly/REF export factor
56984	0.34497	0.0488	0.1155	1.9699249	0.2274972	390.47	PSMG2	proteasome assembly chaperone 2
1038	0.34497	0.0488	0.1464	-1.9699166	-0.2883886	263416.3	CDR1	cerebellar degeneration related 1
56993	0.345	0.0489	0.1528	1.9692299	0.3008717	379.81	TOMM22	translocase of outer mitochondrial membrane 22
339123	0.34535	0.049	0.0963	1.9686547	0.1895374	658.83	JMJD8	jumonji domain containing 8
55585	0.34555	0.0491	0.1216	1.9681438	0.2392424	869.71	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
26031	0.34555	0.0491	0.2402	1.9673588	0.4725726	465.8	OSBPL3	oxysterol binding protein like 3
114483833	0.34555	0.0491	0.3312	-1.967872	-0.6517688	9.25	H2BK1	H2B.K variant histone 1
7111	0.34555	0.0491	0.1537	1.9678355	0.3024505	674.59	TMOD1	tropomodulin 1
100130950	0.34555	0.0491	0.2125	-1.967546	-0.4181696	66.08	ZNF594-DT	ZNF594 divergent transcript
22850	0.34555	0.0491	0.1094	1.9674271	0.2151448	980.83	ADNP2	ADNP homeobox 2
388558	0.34555	0.0491	0.1519	-1.96762	-0.2988849	777.82	ZNF808	zinc finger protein 808
91316	0.34555	0.0491	0.2127	-1.9674548	-0.4184724	500.5	GUSBP11	GUSB pseudogene 11
107985783	0.34556	0.0492	0.2729	-1.9671577	-0.5369012	388.72	LOC107985783	
6166	0.34556	0.0492	0.0979	1.9670736	0.1925552	891.71	RPL36AL	ribosomal protein L36a like
101930112	0.34569	0.0492	0.2524	-1.9667367	-0.4963965	62.92	LOC101930112	uncharacterized LOC101930112
7696	0.34569	0.0492	0.208	-1.9666573	-0.4090481	70.72	ZNF137P	zinc finger protein 137, pseudogene
170690	0.34571	0.0493	0.2891	-1.9661478	-0.5685105	38.01	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16
107986709	0.34571	0.0493	0.3391	-1.9662446	-0.6668499	12.08	LOC107986709	uncharacterized LOC107986709
105369667	0.34571	0.0493	0.5009	-1.9661054	-0.9847661	41.36	LOC105369667	uncharacterized LOC105369667
102724802	0.34571	0.0493	0.3294	-1.9662678	-0.6476285	15.35	LOC102724802	uncharacterized LOC102724802
101929898	0.34586	0.0493	0.2525	-1.9657873	-0.4964419	78.62	LOC101929898	uncharacterized LOC101929898
105373680	0.34586	0.0494	0.3702	-1.9655195	-0.7277189	12.54	LOC105373680	uncharacterized LOC105373680
105371828	0.34586	0.0493	0.3853	-1.9655585	-0.7572921	26.71	LINC02073	long intergenic non-protein coding RNA 2073
29086	0.34619	0.0494	0.1186	1.9649824	0.2330527	776.75	BABAM1	BRISC and BRCA1 A complex member 1
728642	0.34651	0.0495	0.1613	-1.9639514	-0.3167199	649.23	CDK11A	cyclin dependent kinase 11A
23673	0.34651	0.05	0.12	1.9598431	0.2351242	2685.94	STX12	syntaxin 12
10903	0.34651	0.0496	0.1894	-1.9632561	-0.3718994	345.03	MTMR11	myotubularin related protein 11
128312	0.34651	0.0498	0.3154	1.9617928	0.6188171	40	H2BC26	H2B clustered histone 26
105374333	0.34651	0.0498	0.3058	-1.9615394	-0.5997656	24.98	LOC105374333	uncharacterized LOC105374333
200420	0.34651	0.0502	0.29	-1.9580222	-0.5678398	34.45	ALMS1P1	ALMS1 pseudogene 1
10120	0.34651	0.0499	0.1053	1.9609232	0.2065315	1409.94	ACTR1B	actin related protein 1B
8452	0.34651	0.0497	0.1142	1.9622479	0.2241781	2042.24	CUL3	cullin 3
105376956	0.34651	0.0495	0.4068	-1.9639713	-0.798889	8.83	LOC105376956	uncharacterized LOC105376956
54681	0.34651	0.05	0.0869	1.9599453	0.1702645	1049.66	P4HTM	prolyl 4-hydroxylase, transmembrane
27306	0.34651	0.0501	0.5153	1.959117	1.0094391	38.8	HPGDS	hematopoietic prostaglandin D synthase
256471	0.34651	0.0502	0.1025	1.9584133	0.2006817	611	MFSD8	major facilitator superfamily domain containing 8
134145	0.34651	0.0497	0.1621	-1.9624885	-0.3180302	395.04	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase
4338	0.34651	0.0497	0.1453	1.9626286	0.2851998	930.14	MOCS2	molybdenum cofactor synthesis 2
379013	0.34651	0.05	0.2746	-1.9599819	-0.5382749	341.26	RNF138P1	ring finger protein 138 pseudogene 1
105379020	0.34651	0.0498	0.2842	-1.961454	-0.5573654	18.59	LOC105379020	uncharacterized LOC105379020
340037	0.34651	0.0496	0.2317	-1.9635882	-0.4550308	65.74	PRR7-AS1	PRR7 antisense RNA 1
8339	0.34651	0.0502	0.2116	1.9578988	0.4142452	243.48	H2BC8	H2B clustered histone 8
6992	0.34651	0.0501	0.1266	1.9590591	0.2480819	899.99	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11
10695	0.34651	0.0501	0.1445	1.9592654	0.2830835	742.77	CNPY3	canopy FGF signaling regulator 3
988	0.34651	0.0499	0.0913	1.9607534	0.1790318	1603.93	CDC5L	cell division cycle 5 like
107986814	0.34651	0.0502	0.3035	-1.9578668	-0.5941499	92.49	LOC107986814	replaced by ID 105375382
8454	0.34651	0.0496	0.0955	1.9637871	0.1875918	1647.41	CUL1	cullin 1
105375581	0.34651	0.0503	0.3836	-1.9576438	-0.750901	14.25	LOC105375581	uncharacterized LOC105375581
137902	0.34651	0.0502	0.2032	-1.9586502	-0.39799	27.83	PXDNL	peroxidasin like
105375635	0.34651	0.0502	0.2581	-1.9585018	-0.5054919	32.97	LOC105375635	uncharacterized LOC105375635
55353	0.34651	0.0498	0.1683	1.9612527	0.3299999	1194.19	LAPTM4B	lysosomal protein transmembrane 4 beta
105375781	0.34651	0.0503	0.4513	-1.9576423	-0.8834931	12.08	LOC105375781	uncharacterized LOC105375781
138240	0.34651	0.0498	0.5634	-1.9618305	-1.105277	10.19	C9orf57	chromosome 9 open reading frame 57
105376237	0.34651	0.05	0.2916	-1.9601889	-0.571683	99.16	LOC105376237	uncharacterized LOC105376237
105	0.34651	0.0496	0.1568	-1.9635878	-0.3078413	5120.51	ADARB2	adenosine deaminase RNA specific B2 (inactive)
105378299	0.34651	0.0498	0.329	1.9616967	0.6454352	11.79	LOC105378299	uncharacterized LOC105378299
63875	0.34651	0.0497	0.1555	1.9626467	0.3051971	234.11	MRPL17	mitochondrial ribosomal protein L17
107984313	0.34651	0.0499	0.323	-1.9610069	-0.6334414	26.52	LOC107984313	uncharacterized LOC107984313
285407	0.34651	0.0498	0.1453	-1.9620669	-0.2851586	97.71	ALG1L9P	ALG1 like 9, pseudogene
89944	0.34651	0.0499	0.268	-1.9607359	-0.5254454	370.12	GLB1L2	galactosidase beta 1 like 2
121260	0.34651	0.05	0.1425	1.9597078	0.2791934	608.96	SLC15A4	solute carrier family 15 member 4
10302	0.34651	0.0495	0.1372	1.9642562	0.2694471	432.91	SNAPC5	small nuclear RNA activating complex polypeptide 5
105371103	0.34651	0.0496	0.3244	-1.9632845	-0.6368682	11.36	LOC105371103	uncharacterized LOC105371103
283932	0.34651	0.0496	0.1822	-1.9632201	-0.3577866	106.55	FBXL19-AS1	FBXL19 antisense RNA 1
201163	0.34651	0.0499	0.1563	-1.9607078	-0.3064699	1260.54	FLCN	folliculin
1845	0.34651	0.0497	0.1828	1.9627069	0.3587714	2040.56	DUSP3	dual specificity phosphatase 3
51747	0.34651	0.0501	0.2096	-1.9590238	-0.4106174	4540.01	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
284395	0.34651	0.0501	0.2204	-1.9587321	-0.4317142	106.72	VSTM2B-DT	VSTM2B divergent transcript
100507433	0.34651	0.0501	0.1762	-1.959089	-0.3452648	204.13	ZNF571-AS1	ZNF571 antisense RNA 1
90485	0.34651	0.0502	0.1422	1.9583978	0.2784518	215.41	ZNF835	zinc finger protein 835
9040	0.34651	0.0503	0.134	1.9576667	0.2623821	915.51	UBE2M	ubiquitin conjugating enzyme E2 M
1457	0.34651	0.0503	0.1045	1.9577203	0.204582	2401.06	CSNK2A1	casein kinase 2 alpha 1
5173	0.34651	0.05	0.4106	1.9599755	0.8048541	28.32	PDYN	prodynorphin
3420	0.34651	0.0501	0.1227	1.9592457	0.2403276	793.38	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta
